69810;69644;69496;69584;69406;69539;70032;70687;71054;70906;70807;70765;70657;70514
136032;135375;134895;134599;134181;134265;134668;135165;134722;134324;133932;133023;132662;132014
147099;146687;146474;146127;146001;145814;145661;145761;145850;145692;145464;145047;144675;144362
114642;114593;114290;114127;114103;113873;113987;114153;114028;113812;113590;113330;112833;112372
51345;51380;51410;51477;51528;51470;51409;51470;51548;51551;51471;51081;51030;50938
109915;109705;109679;109796;109749;110477;110876;111257;112031;112501;112707;112181;112264;112220
108046;108039;107959;107883;107908;107827;107927;107789;107875;108036;108055;107320;106995;106692
86110;86093;86278;86490;86725;86763;87103;87519;88057;88688;89097;89342;89765;90041
381862;373272;370505;369559;367729;366757;366680;368533;370592;371399;371371;378965;378327;377508
92932;92754;92846;92761;92658;92752;92637;92693;93298;93265;93180;92427;92222;92002
195359;195020;194581;193846;193068;193019;192774;192988;193154;192927;192639;192849;192529;192116
112313;112247;112281;112311;112403;112459;112585;112828;113307;113673;113720;113288;113432;113334
181297;182510;183721;185784;188300;189223;190834;195644;198379;200909;203216;206501;208667;210729
59507;59500;59817;59941;60144;60708;61001;61261;61516;61635;61706;61333;61231;61173
144519;144314;144116;144010;143729;143745;143731;144242;144533;144387;144203;143814;143494;143129
114174;113739;113208;112947;112980;112920;112954;113171;113479;113606;113842;114853;114940;114978
160338;159651;158960;158445;158113;157711;157291;157176;157084;156894;156524;156517;156165;155742
