2551;2267;2138;1761;1951;1673;1625;1716;1767;1563;1674;1746;1503;1756
1303;1313;1247;1255;1386;1220;1068;1051;1111;1128;1031;1142;1037;1192
9205;8206;7963;8064;7667;8131;8284;8891;8957;8878;8077;9798;9157;9010
16319;15385;15505;14842;14099;13900;15887;17255;18346;19574;18576;18624;17223;18067
1572;1366;1446;1386;1445;1455;1498;1733;1571;1556;1610;1606;1624;1508
2892;2538;2564;2262;2253;2319;2050;1897;1931;1849;1845;1779;1799;1918
2472;2331;2021;1986;1957;1795;1807;1842;1899;1577;1621;1778;1653;1736
2045;1698;1842;1848;1748;1764;1706;2027;1859;1775;1750;1753;1509;1602 
7512;6489;6378;6751;6857;6479;5799;6884;6673;6046;6114;6065;6067;6381 
1993;1846;1783;1659;1631;1546;1550;1656;1638;1482;1539;1519;1439;1519
2770;2343;2452;2153;2069;2083;2160;2584;2314;2352;1972;2380;2318;2320 
5128;4513;4609;4830;4578;4211;4384;4893;4934;4500;4439;4586;4688;5170
1374;1161;1163;1361;1275;1116;1172;1237;1209;1120;1329;1464;1261;1463
4021;3609;3355;3383;2939;3338;3045;3140;3121;3339;3171;3321;3211;3816
1819;1639;1871;1616;1405;1492;1459;1814;1896;1765;1631;1637;1591;1541
2239;2005;1998;1947;1872;1673;1698;1864;1760;1860;1686;1783;1780;1731
6667;6160;5701;5842;6245;6511;6334;5914;6086;5181;6166;5666;5047;5596
1908;1765;1544;1589;1751;1770;1581;1639;1875;1693;1742;1606;1556;1638
4534;4028;4349;3720;3470;3215;2916;3024;2720;2922;2642;2631;2784;2661 
3587;3437;3778;3159;2764;2816;2595;2863;3008;2638;2656;2560;2470;2574
2006;1855;1875;1559;1569;1494;1568;1836;1715;1681;1555;1624;1633;1699
1411;1249;1149;1166;1126;1268;1104;1150;1059;1032;1141;1027;1060;1039
2123;2048;2489;2440;2365;2255;2248;2942;2617;2767;2498;2136;2245;2360
2457;2470;2120;1868;1792;1649;1648;1978;1734;1851;1666;1740;1658;1685
1544;1354;1619;1516;1535;1214;1310;1339;1394;1300;1347;1481;1350;1282
20234;17768;19205;19821;18225;17586;18489;18610;17416;16042;15814;16069;16007;16227
2233;1860;1934;1685;1779;1684;1682;1756;1779;1689;1560;1779;1688;1920
3921;3828;4148;3875;3955;3789;3503;3777;3336;3203;2948;2924;2783;2936
2204;2185;2298;2150;2272;2260;2280;2689;2388;2224;2246;2354;2447;2328
4226;3654;4027;3864;3418;3230;3423;3745;3471;3541;3643;3709;3534;3691
1537;1572;1591;1570;1611;1654;1805;1683;1560;1357;1305;1444;1416;1390
2949;2635;2447;2111;2108;1922;2135;2259;2317;2352;2160;2003;1976;2002
3533;2933;3333;3031;2830;2847;2709;3034;2917;2949;2486;2329;2369;2451
3033;2460;3074;2343;2323;2249;2303;2116;2217;2274;2145;2354;2235;2291
